Project_ID,Project_Title,Domain,Sub_Domain,Project_Type,Technology,Abstract,Academic_Year,Student_Interest_Tags
P2291,Automated Predictive Analytics Monitoring Solution,AI/ML,Predictive Analytics,Software,Python Regression,This software project focuses on predictive analytics under the AI/ML domain using Python Regression.,2023-24,Predictive Analytics
P2292,Intelligent Database Systems Attendance Platform,Software Engineering,Database Systems,Software,Java MySQL Swing,This software project focuses on database systems under the Software Engineering domain using Java MySQL Swing.,2021-22,Database Systems
P2293,Intelligent Database Systems Recommendation Engine,Software Engineering,Database Systems,Software,Java MySQL Swing,This software project focuses on database systems under the Software Engineering domain using Java MySQL Swing.,2021-22,Database Systems
P2294,Automated Healthcare IT Recommendation Engine,Web Development,Healthcare IT,Software,HTML CSS JS Django,This software project focuses on healthcare it under the Web Development domain using HTML CSS JS Django.,2023-24,Healthcare IT
P2295,Smart Blockchain Systems Automation System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P2296,Design and Implementation of FinTech Management System,Software Engineering,FinTech,Software,Java Spring MySQL,This software project focuses on fintech under the Software Engineering domain using Java Spring MySQL.,2023-24,FinTech
P2297,Analysis of Blockchain Systems Analytics Dashboard,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2022-23,Blockchain Systems
P2298,Intelligent Natural Language Processing Management System,AI/ML,Natural Language Processing,Software,Python BERT,This software project focuses on natural language processing under the AI/ML domain using Python BERT.,2021-22,Natural Language Processing
P2299,AI-Based Blockchain Systems Prediction Model,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P2300,Intelligent EdTech Detection Framework,Web Development,EdTech,Software,React Django,This software project focuses on edtech under the Web Development domain using React Django.,2023-24,EdTech
P2301,Development of Blockchain Systems Management System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P2302,Secure Career Platforms Monitoring Solution,Web Development,Career Platforms,Software,React Node MongoDB,This software project focuses on career platforms under the Web Development domain using React Node MongoDB.,2021-22,Career Platforms
P2303,Real-Time Blockchain Systems Decision Support System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P2304,AI-Based Database Systems Monitoring Solution,Software Engineering,Database Systems,Software,Java MySQL Swing,This software project focuses on database systems under the Software Engineering domain using Java MySQL Swing.,2023-24,Database Systems
P2305,Intelligent Database Systems Monitoring System,Software Engineering,Database Systems,Software,Java MySQL Swing,This software project focuses on database systems under the Software Engineering domain using Java MySQL Swing.,2021-22,Database Systems
P2306,Design and Implementation of Deep Learning Prediction Model,AI/ML,Deep Learning,Software,Python CNN,This software project focuses on deep learning under the AI/ML domain using Python CNN.,2022-23,Deep Learning
P2307,Smart Deep Learning Analytics Dashboard,AI/ML,Deep Learning,Software,Python CNN,This software project focuses on deep learning under the AI/ML domain using Python CNN.,2022-23,Deep Learning
P2308,Smart FinTech Recommendation Engine,Software Engineering,FinTech,Software,Java Spring MySQL,This software project focuses on fintech under the Software Engineering domain using Java Spring MySQL.,2022-23,FinTech
P2309,Intelligent Blockchain Systems Monitoring System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P2310,Real-Time Blockchain Systems Attendance Platform,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P2311,Automated AgriTech Analytics Dashboard,IoT,AgriTech,Hardware + Software,Arduino Soil Sensors,This hardware + software project focuses on agritech under the IoT domain using Arduino Soil Sensors.,2023-24,AgriTech
P2312,Design and Implementation of Smart City Automation System,IoT,Smart City,Hardware + Software,IoT Sensors Cloud,This hardware + software project focuses on smart city under the IoT domain using IoT Sensors Cloud.,2021-22,Smart City
P2313,Secure Blockchain Systems Analytics Dashboard,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P2314,AI-Based Web Applications Prediction Model,Web Development,Web Applications,Software,HTML CSS JavaScript PHP,This software project focuses on web applications under the Web Development domain using HTML CSS JavaScript PHP.,2021-22,Web Applications
P2315,Automated Database Systems Management System,Software Engineering,Database Systems,Software,Java MySQL Swing,This software project focuses on database systems under the Software Engineering domain using Java MySQL Swing.,2022-23,Database Systems
P2316,Real-Time Blockchain Systems Decision Support System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P2317,Real-Time Home Automation Recommendation Engine,IoT,Home Automation,Hardware + Software,Raspberry Pi Python,This hardware + software project focuses on home automation under the IoT domain using Raspberry Pi Python.,2021-22,Home Automation
P2318,Design and Implementation of Natural Language Processing Analytics Dashboard,AI/ML,Natural Language Processing,Software,Python NLP Scikit-learn,This software project focuses on natural language processing under the AI/ML domain using Python NLP Scikit-learn.,2022-23,Natural Language Processing
P2319,Development of Recommender Systems Monitoring Solution,AI/ML,Recommender Systems,Software,Python Collaborative Filtering,This software project focuses on recommender systems under the AI/ML domain using Python Collaborative Filtering.,2023-24,Recommender Systems
P2320,Smart E-Commerce Monitoring System,Web Development,E-Commerce,Software,MERN Stack,This software project focuses on e-commerce under the Web Development domain using MERN Stack.,2022-23,E-Commerce
P2321,Automated EdTech Recommendation Engine,Web Development,EdTech,Software,React Django,This software project focuses on edtech under the Web Development domain using React Django.,2021-22,EdTech
P2322,Intelligent FinTech Monitoring System,Software Engineering,FinTech,Software,Java Spring MySQL,This software project focuses on fintech under the Software Engineering domain using Java Spring MySQL.,2021-22,FinTech
P2323,Automated Predictive Analytics Management System,AI/ML,Predictive Analytics,Software,Python Regression,This software project focuses on predictive analytics under the AI/ML domain using Python Regression.,2023-24,Predictive Analytics
P2324,Secure Blockchain Systems Monitoring Solution,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2022-23,Blockchain Systems
P2325,Analysis of Blockchain Systems Prediction Model,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2022-23,Blockchain Systems
P2326,Secure Web Applications Analytics Dashboard,Web Development,Web Applications,Software,React Node MySQL,This software project focuses on web applications under the Web Development domain using React Node MySQL.,2022-23,Web Applications
P2327,Smart Deep Learning Analytics Dashboard,AI/ML,Deep Learning,Software,Python LSTM,This software project focuses on deep learning under the AI/ML domain using Python LSTM.,2022-23,Deep Learning
P2328,Smart Natural Language Processing Monitoring Solution,AI/ML,Natural Language Processing,Software,Python NLP Scikit-learn,This software project focuses on natural language processing under the AI/ML domain using Python NLP Scikit-learn.,2021-22,Natural Language Processing
P2329,Development of EdTech Prediction Model,Web Development,EdTech,Software,React Django,This software project focuses on edtech under the Web Development domain using React Django.,2023-24,EdTech
